Question_ID,Country,Dimension,Context,Option_A,Option_B,Cultural_Note
Q22,United States,TF,Useful criticism for you looks like:,"Direct point-out of the issue plus specific fixes, with no sugarcoating.","First acknowledge what’s good, then offer gentle suggestions so I feel supported, not attacked.",No sugarcoating (不加糖衣的直白) vs 溫柔建議與感受到支持。
Q23,United States,TF,The movie or TV scene that hits you hardest and makes you tear up:,A character makes a brutally logical and powerful sacrifice that perfectly fits the plot.,"A tearful chosen-family reunion or a quiet ""I see you"" moment of gentle support.",壯烈犧牲 vs Chosen-family (美國極度推崇的非血緣家庭/摯友愛)。
Q24,United States,TF,"Facing a completely unreasonable person, your inner reaction:",Dismantle their contradictions with cold logic until they’re speechless.,"Feel hurt or angry first, making it a struggle to deliver a clean comeback on the spot.",冷靜拆解邏輯 vs 情緒受傷難以漂亮反擊 (clean comeback)。
Q25,United States,JP,"The night before an international trip, your suitcase looks like:",Packed days ago with a color-coded checklist double-checked. I love the peace of mind.,"Half-open on the floor, throwing things in as inspiration hits at the very last minute.",Color-coded checklist (優雅計畫通) vs Inspiration hits (極限打包藝術家)。
Q26,United States,JP,"For a rare weekend off, you prefer to:","Schedule things ahead—wake-up time, places, meals. Having a framework makes me feel grounded.","Decide in the morning based on my mood. Chill if I want to chill, go out if I want to go out.",提前排定行程框架 vs 看早上的心情決定。
Q27,United States,JP,A sudden emergency task is dropped on you at work:,"It's stressful and disrupts my rhythm, but I'll clench my teeth and force it into my calendar.",Adrenaline hits! This kind of spontaneous fire-fighting actually makes me feel more alive than a routine.,節奏被打亂的壓力 vs 臨時救火的腎上腺素。
Q28,United States,JP,Your desktop or cloud folders look like:,"Perfectly categorized by project, date, and type. It stays clean and organized for months.","Chaotic to others, but I know exactly where everything important is. Organized chaos is my brand.",完美分類 vs Organized chaos (亂中有序)。
Q29,United States,JP,"Facing a decision that’s still open, you feel:",Anxious until it’s finalized. I’d rather decide fast and adjust later than leave things hanging.,I want to keep all options open until the very last minute to maintain maximum flexibility.,提早決定的安心感 vs 保留選項的開放性。
Q30,United States,JP,"When it comes to ""rules and SOPs,"" your mindset is:","Rules create harmony and efficiency. When everyone follows them, things move smoothly.","Rules are just references. In real moments, flexibility and creative problem-solving matter way more.",規則帶來效率 vs 彈性與創意解決問題。
Q31,United States,JP,"After finishing a grueling project or a busy week, the most satisfying moment is:","Checking off the last box, archiving the files, and getting that clean ""Inbox Zero"" feeling.","Having a ""Treat yo' self"" moment! Or realizing I had a random epiphany and leveled up my skills.",Inbox Zero (歸零的清爽感) vs Treat yo' self (美國超紅的犒賞自己迷因)。
Q32,United States,JP,"If you had to sum up your overarching philosophy on the ""game of life,"" which resonates more?","The ""Master Plan."" I thrive on having a clear trajectory, hitting my milestones, and staying firmly on track.","The ""Scenic Route."" Life is an open-ended journey. I prefer to embrace serendipity and go on random side quests.",Master plan (人生藍圖/里程碑) vs Scenic route/Side quests (風景路線/支線任務)。
Q33,United States,AT,A big plot twist ruins your plan—what is your first inner reaction?,"Take a deep breath: ""Okay, what’s my next move? Maybe this is actually a good thing.""","An anxiety spiral instantly hits. My brain replays everything, wondering ""where did I go wrong?""",Next move (正向轉念) vs Anxiety spiral (焦慮螺旋/瘋狂檢討)。
Q34,United States,AT,"Regarding your own abilities, you more often think:","""I generally trust myself. Even if it's completely new, I can learn it eventually.""","""I’m not good enough yet."" I often need concrete results or external validation to feel safe.",健康的自我信任 vs 需要外部肯定與結果來獲得安全感。
Q35,United States,AT,You say something awkward in a group chat that lands completely flat:,"Laugh it off with a ""skibidi moment"" or a meme, and move on completely unbothered.","Replay it all night and feel intense second-hand embarrassment or a random ""cringe attack.""",Skibidi/unbothered (用迷因自嘲/不在乎) vs Cringe attack (美國Z世代最怕的尷尬突襲)。
Q36,United States,AT,Under the intense pressure of a looming deadline:,"I actually enter a ""hyper-focus"" mode. I secretly know I perform better and faster under pressure.",I lose sleep and panic. The fear of making mistakes or running out of time causes immense mental strain.,Hyper-focus (壓力轉為專注) vs Panic/Lose sleep (壓力引發恐慌)。
Q37,United States,AT,How much do other people’s emotions affect you?,"I have great boundaries. I can easily separate ""that’s their energy, not mine.""","I have highly sensitive antennas. I absorb the room's vibe instantly—if someone is down, I am too.",Boundaries (情緒邊界感) vs Absorb the vibe (吸收環境情緒/共情)。
Q38,United States,AT,"Facing potential future risks and the unknown, you usually:","Adopt an optimistic ""I’ll cross that bridge when I come to it"" mentality.",Act as an elite crisis manager. I pre-play the worst-case scenario and prepare multiple backups.,樂觀面對未知 vs Elite crisis manager (菁英危機管理/災難化思考)。
Q39,United States,AT,How do you feel about your current life stage and achievements?,"While there's more I want to do, I genuinely appreciate and feel satisfied with where I am right now.","Something always feels missing. I have this intense drive telling me ""I need to keep pushing to be enough.""",自我接納與知足 vs 永遠覺得不夠的強烈驅動力。
Q40,United States,AT,"When someone critiques your hard work saying ""this part can be adjusted:""",I have a Teflon mindset. I automatically turn it into actionable advice and fix it without taking it personally.,"I feel a sting of rejection first. I need a moment to process the ""Emotional Hangover"" before reframing it.",Teflon mindset (鐵氟龍不沾鍋心態) vs Emotional Hangover (情緒宿醉/先受傷再轉念)。
